feature,shap_value,feature_value,stock,sample_idx
BB_Lower,-0.00019594786132986992,296.3725322616286,BATBC,1
SMA_200,-0.0001746549004747515,352.67510000000004,BATBC,1
Volume_Ratio,-0.00014769530603129578,1.1859579781942295,BATBC,1
BB_Position,-0.00012299867806923838,0.1839434853479922,BATBC,1
Volatility_60d,-0.0001105746515616872,0.2761726152011773,BATBC,1
Returns_5d,-0.0006730234061832372,-0.0420641435729044,BATBC,2
Volatility_60d,-0.0003971686005516101,0.228925655008615,BATBC,2
Volume_Ratio,0.00028003035770004825,0.2675425918558737,BATBC,2
SMA_50,-0.00016974024365746547,344.4766,BATBC,2
Volume_SMA_20,0.00016638866820893562,516680.35,BATBC,2
SMA_100,-0.0001589288248589326,337.9132,BATBC,2
SMA_200,-0.00013451316445807195,353.1628,BATBC,2
BB_Position,0.0001254020548860903,0.1129200549720823,BATBC,2
EMA_50,-8.221241919217451e-05,346.2594656653569,BATBC,2
Returns_20d,-8.147174571186406e-05,-0.0524709505809882,BATBC,2
Volume_SMA_20,0.0005487248569477467,572157.05,BATBC,3
BB_Position,-0.0003907089249737494,0.9886399380438172,BATBC,3
Returns_5d,0.00034053810075772056,0.0363228699551569,BATBC,3
RSI_14,0.000265925349789427,60.04574914220358,BATBC,3
Volatility_30d,0.00024546165691508915,0.2361152862533541,BATBC,3
Volatility_60d,-0.00022269391593207556,0.2454143480117048,BATBC,3
BB_Width,9.182869736914213e-05,27.81495932242285,BATBC,3
SMA_10,-8.678764649916384e-05,314.868,BATBC,3
SMA_200,8.142953392525126e-05,304.3603,BATBC,3
SMA_100,8.023975783517389e-05,298.3867,BATBC,3
Volatility_30d,0.0004638890560912032,0.232031814842156,BATBC,4
Volume_SMA_20,0.00023726758084927904,537306.1,BATBC,4
Volatility_60d,-0.00019439386215784854,0.2419624501645843,BATBC,4
Returns_20d,0.00012737761125103386,0.0853935727523864,BATBC,4
EMA_50,0.00011991596412216706,296.83655353563887,BATBC,4
Log_Returns,-0.00010660091655903153,-0.0084375149671004,BATBC,4
SMA_200,0.00010417226816961557,303.7783,BATBC,4
